Code	File	Line	Column	Kind
                const pubRes = await authApi.get("/products", {	D:\Rutba\ERP\rutba-cms\pages\products.js	286	45	
                const res = await authApi.get("/products", {	D:\Rutba\ERP\rutba-cms\pages\products.js	280	42	
                authApi.get("/sale-offers", {	D:\Rutba\ERP\rutba-cms\pages\sale-offers.js	18	24	
                authApi.get("/sale-offers", { status: 'published', fields: ["documentId"], pagination: { pageSize: 200 } }),	D:\Rutba\ERP\rutba-cms\pages\sale-offers.js	24	24	
        if (o.end_date && new Date(o.end_date).getTime() < now) return { label: "Expired", cls: "bg-dark" };	D:\Rutba\ERP\rutba-cms\pages\sale-offers.js	47	47	
        if (o.start_date && new Date(o.start_date).getTime() > now) return { label: "Upcoming", cls: "bg-warning text-dark" };	D:\Rutba\ERP\rutba-cms\pages\sale-offers.js	46	51	
            authApi.get("/site-setting", { status: "draft", populate: ["site_logo", "favicon"] }).catch(() => ({ data: null })),	D:\Rutba\ERP\rutba-cms\pages\site-settings.js	33	20	
            authApi.get("/site-setting", { status: "published", fields: ["id"] }).catch(() => ({ data: null })),	D:\Rutba\ERP\rutba-cms\pages\site-settings.js	34	20	
            const res = await authApi.get("/site-setting", { status: "draft", populate: ["site_logo", "favicon"] });	D:\Rutba\ERP\rutba-cms\pages\site-settings.js	115	38	
            authApi.get(`/brand-groups/${documentId}`, { status: 'draft', populate: ["brands.logo"] }),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\brand-group.js	31	20	
            authApi.get(`/brand-groups/${documentId}`, { status: 'published', fields: ["documentId"] }).catch(() => ({ data: null })),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\brand-group.js	32	20	
            const res = await authApi.get("/brands", { status: 'draft', pagination: { pageSize: 100 }, sort: ["name:asc"], populate: ["logo"] });	D:\Rutba\ERP\rutba-cms\pages\[documentId]\brand-group.js	50	38	
            const res = await authApi.get(`/brand-groups/${documentId}`, { status: 'published', populate: ["brands.logo"] });	D:\Rutba\ERP\rutba-cms\pages\[documentId]\brand-group.js	135	38	
            authApi.get(`/brands/${documentId}`, { status: 'draft', populate: ["logo", "gallery"] }),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\brand.js	34	20	
            authApi.get(`/brands/${documentId}`, { status: 'published', fields: ["documentId"] }).catch(() => ({ data: null })),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\brand.js	35	20	
            const res = await authApi.get(`/brands/${documentId}`, { status: 'published', populate: ["logo", "gallery"] });	D:\Rutba\ERP\rutba-cms\pages\[documentId]\brand.js	142	38	
            authApi.get(`/category-groups/${documentId}`, { status: 'draft', populate: ["categories"] }),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\category-group.js	31	20	
            authApi.get(`/category-groups/${documentId}`, { status: 'published', fields: ["documentId"] }).catch(() => ({ data: null })),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\category-group.js	32	20	
            const res = await authApi.get("/categories", { status: 'draft', pagination: { pageSize: 200 }, sort: ["name:asc"] });	D:\Rutba\ERP\rutba-cms\pages\[documentId]\category-group.js	50	38	
            const res = await authApi.get(`/category-groups/${documentId}`, { status: 'published', populate: ["categories"] });	D:\Rutba\ERP\rutba-cms\pages\[documentId]\category-group.js	135	38	
            authApi.get(`/categories/${documentId}`, { status: 'draft', populate: ["logo", "gallery", "parent"] }),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\category.js	36	20	
            authApi.get(`/categories/${documentId}`, { status: 'published', fields: ["documentId"] }).catch(() => ({ data: null })),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\category.js	37	20	
            const res = await authApi.get(`/categories/${documentId}`, { status: 'published', populate: ["logo", "gallery", "parent"] });	D:\Rutba\ERP\rutba-cms\pages\[documentId]\category.js	146	38	
            authApi.get(`/cms-footers/${documentId}`, { status: 'draft', populate: ["pinned_pages", "cms_pages"] }),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-footer.js	56	20	
            authApi.get(`/cms-footers/${documentId}`, { status: 'published', fields: ["documentId"] }).catch(() => ({ data: null })),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-footer.js	57	20	
            const res = await authApi.get("/cms-pages", { status: 'draft', pagination: { pageSize: 100 }, sort: ["title:asc"], populate: ["footer"] });	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-footer.js	81	38	
            const res = await authApi.get(`/cms-footers/${documentId}`, { status: 'published', populate: ["pinned_pages", "cms_pages"] });	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-footer.js	236	38	
                authApi.get("/brand-groups", { status: 'draft', pagination: { pageSize: 100 }, sort: ["sort_order:asc", "name:asc"] }),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-page.js	101	24	
                authApi.get("/category-groups", { status: 'draft', pagination: { pageSize: 100 }, sort: ["sort_order:asc", "name:asc"] }),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-page.js	102	24	
                authApi.get("/cms-footers", { status: 'draft', pagination: { pageSize: 100 }, sort: ["name:asc"] }),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-page.js	104	24	
                authApi.get("/cms-pages", { status: 'draft', pagination: { pageSize: 100 }, sort: ["title:asc"] }),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-page.js	103	24	
                authApi.get("/product-groups", { status: 'draft', pagination: { pageSize: 100 }, sort: ["name:asc"] }),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-page.js	100	24	
            authApi.get(`/cms-pages/${documentId}`, {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-page.js	61	20	
            authApi.get(`/cms-pages/${documentId}`, { status: 'published', fields: ["documentId"] }).catch(() => ({ data: null })),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-page.js	65	20	
            const res = await authApi.get(`/cms-pages/${documentId}`, {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-page.js	261	38	
            authApi.get("/categories", { status: "draft", fields: ["documentId", "name"], pagination: { pageSize: 200 } }),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\delivery-method.js	110	20	
            authApi.get("/cms-pages", { status: "draft", fields: ["documentId", "title", "slug"], pagination: { pageSize: 200 } }),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\delivery-method.js	109	20	
            authApi.get("/product-groups", { status: "draft", fields: ["documentId", "name"], pagination: { pageSize: 200 } }),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\delivery-method.js	108	20	
        authApi.get(`/delivery-methods/${documentId}`, {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\delivery-method.js	126	16	
      .get(`/notification-templates/${documentId}`, { populate: ["branch"] })	D:\Rutba\ERP\rutba-cms\pages\[documentId]\notification-template.js	50	7	
            authApi.get(`/product-groups/${documentId}`, { status: 'draft', populate: ["gallery", "cover_image", "products", "cms_pages"] }),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\product-group.js	51	20	
            authApi.get(`/product-groups/${documentId}`, { status: 'published', fields: ["documentId"] }).catch(() => ({ data: null })),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\product-group.js	52	20	
        authApi.getAll("/cms-pages", { status: "draft", fields: ["documentId", "title", "slug", "page_type"], sort: ["title:asc"] })	D:\Rutba\ERP\rutba-cms\pages\[documentId]\product-group.js	83	16	
            const res = await authApi.get(`/product-groups/${documentId}`, { status: 'published', populate: ["gallery", "cover_image", "products", "cms_pages"] });	D:\Rutba\ERP\rutba-cms\pages\[documentId]\product-group.js	198	38	
                authApi.get(`/products/${documentId}`, {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\product.js	53	24	
                authApi.get(`/products/${documentId}`, { status: 'published', fields: ["documentId"] }).catch(() => ({ data: null })),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\product.js	63	24	
            const res = await authApi.get("/product-groups", {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\product.js	87	38	
            const res = await authApi.get(`/products/${documentId}`, {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\product.js	195	38	
            authApi.get("/categories", { status: 'draft', fields: ["documentId", "name"], pagination: { pageSize: 200 } }),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\sale-offer.js	99	20	
            authApi.get("/cms-pages", { status: 'draft', fields: ["documentId", "title", "slug"], pagination: { pageSize: 200 } }),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\sale-offer.js	98	20	
            authApi.get("/product-groups", { status: 'draft', fields: ["documentId", "name"], pagination: { pageSize: 200 } }),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\sale-offer.js	97	20	
            authApi.get(`/sale-offers/${documentId}`, { status: 'draft', populate: ["product_groups", "cms_pages", "categories"] }),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\sale-offer.js	111	20	
            authApi.get(`/sale-offers/${documentId}`, { status: 'published', fields: ["documentId"] }).catch(() => ({ data: null })),	D:\Rutba\ERP\rutba-cms\pages\[documentId]\sale-offer.js	112	20	
                const res = await authApi.get(`/customers?${qs}`);	D:\Rutba\ERP\rutba-crm\components\form\LeadForm.js	56	42	
        authApi.get("/crm-activities?sort=date:desc", {}, jwt)	D:\Rutba\ERP\rutba-crm\pages\activities.js	14	16	
        authApi.get("/crm-contacts?sort=createdAt:desc", {}, jwt)	D:\Rutba\ERP\rutba-crm\pages\contacts.js	15	16	
        authApi.get("/crm-leads?sort=createdAt:desc&populate=customer", {}, jwt)	D:\Rutba\ERP\rutba-crm\pages\leads.js	18	16	
        authApi.get(`/crm-contacts/${documentId}?populate=*`, {}, jwt)	D:\Rutba\ERP\rutba-crm\pages\[documentId]\contact.js	18	16	
        authApi.get(`/crm-leads/${documentId}?populate=*`, {}, jwt)	D:\Rutba\ERP\rutba-crm\pages\[documentId]\lead.js	21	16	
        authApi.get("/hr-attendances?sort=date:desc&populate=employee", {}, jwt)	D:\Rutba\ERP\rutba-hr\pages\attendance.js	14	16	
        authApi.get("/hr-departments?sort=name:asc", {}, jwt)	D:\Rutba\ERP\rutba-hr\pages\departments.js	14	16	
        authApi.get("/hr-employees?sort=name:asc&populate=department,user", {}, jwt)	D:\Rutba\ERP\rutba-hr\pages\employees.js	15	16	
                authApi.get("/auth-admin/users", {}, jwt),	D:\Rutba\ERP\rutba-hr\pages\hr-employee-management.js	40	24	
                authApi.get("/hr-departments?sort=name:asc", {}, jwt),	D:\Rutba\ERP\rutba-hr\pages\hr-employee-management.js	39	24	
                authApi.get("/hr-employees?sort=name:asc&populate=department,user", {}, jwt),	D:\Rutba\ERP\rutba-hr\pages\hr-employee-management.js	38	24	
                authApi.get("/hr-leave-requests/my-requests", {}, jwt),	D:\Rutba\ERP\rutba-hr\pages\leave-requests.js	34	24	
                isManager ? authApi.get("/hr-leave-requests/team-queue", {}, jwt) : Promise.resolve({ data: [] }),	D:\Rutba\ERP\rutba-hr\pages\leave-requests.js	35	36	
                authApi.get("/hr-departments?sort=name:asc", {}, jwt),	D:\Rutba\ERP\rutba-hr\pages\teams.js	37	24	
                authApi.get("/hr-employees?sort=name:asc", {}, jwt),	D:\Rutba\ERP\rutba-hr\pages\teams.js	36	24	
                authApi.get("/hr-teams?sort=name:asc&populate=team_manager,members,parent_team,department", {}, jwt),	D:\Rutba\ERP\rutba-hr\pages\teams.js	35	24	
            const roleRes = await authApi.get("/hr-teams/app-role-options", {}, jwt);	D:\Rutba\ERP\rutba-hr\pages\teams.js	42	42	
        authApi.get("/auth-admin/users", {}, jwt)	D:\Rutba\ERP\rutba-hr\pages\[documentId]\employee.js	29	16	
        authApi.get(`/hr-employees/${documentId}?populate=*`, {}, jwt)	D:\Rutba\ERP\rutba-hr\pages\[documentId]\employee.js	21	16	
            const res = await authApi.get(`/hr-employees/${employee.documentId}?populate=*`, {}, jwt);	D:\Rutba\ERP\rutba-hr\pages\[documentId]\employee.js	55	38	
        authApi.get("/site-setting", { status: "draft", populate: ["site_logo"] })	D:\Rutba\ERP\rutba-order-management\components\Navigation.js	17	16	
                    authApi.getAll("/brands"),	D:\Rutba\ERP\rutba-order-management\components\ProductPickerTabs.js	75	28	
                    authApi.getAll("/categories"),	D:\Rutba\ERP\rutba-order-management\components\ProductPickerTabs.js	76	28	
                    authApi.getAll("/purchases", { sort: ["createdAt:desc"] }),	D:\Rutba\ERP\rutba-order-management\components\ProductPickerTabs.js	79	28	
                    authApi.getAll("/suppliers"),	D:\Rutba\ERP\rutba-order-management\components\ProductPickerTabs.js	77	28	
                    authApi.getAll("/term-types", { populate: ["terms"] }),	D:\Rutba\ERP\rutba-order-management\components\ProductPickerTabs.js	78	28	
      const res = await authApi.get("/delivery-methods", {	D:\Rutba\ERP\rutba-order-management\pages\delivery-methods.js	19	32	
      const res = await authApi.get("/delivery-zones", {	D:\Rutba\ERP\rutba-order-management\pages\delivery-zones.js	29	32	
      const res = await authApi.get("/notification-templates", {	D:\Rutba\ERP\rutba-order-management\pages\notification-templates.js	17	32	
      const res = await authApi.get("/riders", {	D:\Rutba\ERP\rutba-order-management\pages\riders.js	29	32	
            const res = await authApi.get("/sale-orders", {	D:\Rutba\ERP\rutba-order-management\pages\sale-orders.js	44	38	
      .get(`/delivery-methods/${documentId}`)	D:\Rutba\ERP\rutba-order-management\pages\[documentId]\delivery-method.js	43	7	
      .get(`/notification-templates/${documentId}`, { populate: ["branch"] })	D:\Rutba\ERP\rutba-order-management\pages\[documentId]\notification-template.js	51	7	
          authApi.get("/products", {	D:\Rutba\ERP\rutba-order-management\pages\[documentId]\sale-order.js	67	18	
          authApi.get("/riders", {	D:\Rutba\ERP\rutba-order-management\pages\[documentId]\sale-order.js	62	18	
        const res = await authApi.get(`/sale-orders/${documentId}`, {	D:\Rutba\ERP\rutba-order-management\pages\[documentId]\sale-order.js	82	34	
        authApi.get("/pay-payroll-runs?sort=period_start:desc", {}, jwt)	D:\Rutba\ERP\rutba-payroll\pages\payroll-runs.js	14	16	
        authApi.get("/pay-payslips?sort=createdAt:desc&populate=employee", {}, jwt)	D:\Rutba\ERP\rutba-payroll\pages\payslips.js	14	16	
        authApi.get("/pay-salary-structures?sort=name:asc", {}, jwt)	D:\Rutba\ERP\rutba-payroll\pages\salary-structures.js	14	16	
      authApi.get('/rider/deliveries?status=active', {}, jwt),	D:\Rutba\ERP\rutba-rider\pages\deliveries\[id].js	21	14	
      id ? authApi.get(`/sale-orders/${id}/messages`, {}, jwt) : Promise.resolve({ data: [] }),	D:\Rutba\ERP\rutba-rider\pages\deliveries\[id].js	22	19	
    authApi.get('/rider/deliveries?status=active', {}, jwt)	D:\Rutba\ERP\rutba-rider\pages\deliveries.js	15	12	
    authApi.get('/rider/delivery-offers', {}, jwt)	D:\Rutba\ERP\rutba-rider\pages\delivery-offers\[id].js	20	12	
      authApi.get('/rider/delivery-offers', {}, jwt)	D:\Rutba\ERP\rutba-rider\pages\delivery-offers.js	16	14	
    authApi.get('/rider/deliveries?status=history', {}, jwt)	D:\Rutba\ERP\rutba-rider\pages\history.js	14	12	
    authApi.get('/rider/me', {}, jwt)	D:\Rutba\ERP\rutba-rider\pages\profile.js	18	12	
            const res = await authApi.get('/social-accounts', { sort: ['createdAt:desc'] });	D:\Rutba\ERP\rutba-social\pages\accounts.js	35	38	
                const file = items[i].getAsFile();	D:\Rutba\ERP\rutba-social\pages\media.js	267	38	
            const res = await authApi.get('/media-library/files', params);	D:\Rutba\ERP\rutba-social\pages\media.js	146	38	
            const res = await authApi.get('/media-library/files/' + id);	D:\Rutba\ERP\rutba-social\pages\media.js	246	38	
            const res = await authApi.get('/media-library/folders/tree');	D:\Rutba\ERP\rutba-social\pages\media.js	60	38	
            try { ids = JSON.parse(e.dataTransfer.getData('text/plain')); } catch (_e) { ids = []; }	D:\Rutba\ERP\rutba-social\pages\media.js	324	50	
            const res = await authApi.get('/products', {	D:\Rutba\ERP\rutba-social\pages\posts\create.js	67	38	
            const res = await authApi.get('/social-accounts', {	D:\Rutba\ERP\rutba-social\pages\posts\create.js	39	38	
                authApi.get('/social-posts', { status: 'published', fields: ['documentId'], pagination: { pageSize: 200 } }),	D:\Rutba\ERP\rutba-social\pages\posts\index.js	127	24	
                authApi.get('/social-posts', params),	D:\Rutba\ERP\rutba-social\pages\posts\index.js	126	24	
                authApi.get(`/social-posts/${documentId}`, {	D:\Rutba\ERP\rutba-social\pages\posts\[documentId].js	66	24	
                authApi.get(`/social-posts/${documentId}`, { status: 'published', fields: ['documentId'] }).catch(() => ({ data: null })),	D:\Rutba\ERP\rutba-social\pages\posts\[documentId].js	70	24	
            const res = await authApi.get('/products', {	D:\Rutba\ERP\rutba-social\pages\posts\[documentId].js	122	38	
            const res = await authApi.get('/social-accounts', {	D:\Rutba\ERP\rutba-social\pages\posts\[documentId].js	98	38	
            const res = await authApi.get(`/social-posts/${documentId}`, {	D:\Rutba\ERP\rutba-social\pages\posts\[documentId].js	215	38	
            const res = await authApi.get('/social-replies', params);	D:\Rutba\ERP\rutba-social\pages\replies.js	45	38	
        authApi.get(`/web-orders/${orderId}?populate=*`, {}, jwt)	D:\Rutba\ERP\rutba-web-user\pages\returns.js	21	16	
        authApi.get("/sale-orders?sort=createdAt:desc", {}, jwt)	D:\Rutba\ERP\rutba-web-user\pages\sale-orders.js	15	16	
        authApi.get(`/sale-orders/${documentId}/messages`, {}, jwt)	D:\Rutba\ERP\rutba-web-user\pages\[documentId]\sale-order.js	38	16	
        authApi.get(`/sale-orders/${documentId}?populate=*`, {}, jwt)	D:\Rutba\ERP\rutba-web-user\pages\[documentId]\sale-order.js	30	16	
      const cartData = JSON.parse(localStorage.getItem("cart") as string);	D:\Rutba\ERP\rutba-web\src\components\cart\index.tsx	55	47	
    if (localStorage.getItem("cart")) {	D:\Rutba\ERP\rutba-web\src\components\cart\index.tsx	54	21	
        <ProductCard key={"car-" + item.id} {...getProductCardProps(item, { showBrand: group.show_brand, showCategory: group.show_category, offerActive, offerId, sourceGroupId })} />	D:\Rutba\ERP\rutba-web\src\components\cms\layouts\CarouselLayout.tsx	25	48	
        <ProductCard key={"g4-" + item.id} {...getProductCardProps(item, { showBrand: group.show_brand, showCategory: group.show_category, offerActive, offerId, sourceGroupId })} />	D:\Rutba\ERP\rutba-web\src\components\cms\layouts\Grid4Layout.tsx	22	47	
        <ProductCard key={"g6-" + item.id} {...getProductCardProps(item, { showBrand: group.show_brand, showCategory: group.show_category, offerActive, offerId, sourceGroupId })} />	D:\Rutba\ERP\rutba-web\src\components\cms\layouts\Grid6Layout.tsx	21	47	
          new Date(b.createdAt).getTime() - new Date(a.createdAt).getTime()	D:\Rutba\ERP\rutba-web\src\components\cms\layouts\sort-products.ts	14	32	
    if (o.end_date && new Date(o.end_date).getTime() < now) return false;	D:\Rutba\ERP\rutba-web\src\components\cms\ProductGroupRenderer.tsx	46	43	
    if (o.start_date && new Date(o.start_date).getTime() > now) return false;	D:\Rutba\ERP\rutba-web\src\components\cms\ProductGroupRenderer.tsx	45	47	
        o.active && !!o.start_date && new Date(o.start_date).getTime() > now	D:\Rutba\ERP\rutba-web\src\components\cms\ProductGroupRenderer.tsx	52	61	
  const copyrightText = footer?.copyright_text || `© ${new Date().getFullYear()}. ${settings.site_name}`;	D:\Rutba\ERP\rutba-web\src\components\layouts\footer.tsx	20	66	
        const res = await axios.get(`${BASE_URL}offers/${offerId}`, { params: { fields: ["active", "start_date", "end_date"] } });	D:\Rutba\ERP\rutba-web\src\pages\product\[slug].tsx	65	32	
        if (offer.end_date && new Date(offer.end_date).getTime() < now) return false;	D:\Rutba\ERP\rutba-web\src\pages\product\[slug].tsx	70	55	
        if (offer.start_date && new Date(offer.start_date).getTime() > now) return false;	D:\Rutba\ERP\rutba-web\src\pages\product\[slug].tsx	69	59	
            typeMap.get(key)!.terms.set(tKey, { documentId: tKey, name: t.name });	D:\Rutba\ERP\rutba-web\src\pages\product\[slug].tsx	96	20	
            typeMap.get(key)!.terms.set(tKey, { documentId: tKey, name: t.name });	D:\Rutba\ERP\rutba-web\src\pages\product\[slug].tsx	125	20	
              <ProductCard key={"pg-" + item.id} {...getProductCardProps(item, { offerActive, offerId: activeOffer?.documentId, sourceGroupId: group.documentId })} />	D:\Rutba\ERP\rutba-web\src\pages\product-groups\[slug].tsx	251	53	
    if (o.end_date && new Date(o.end_date).getTime() < now) return false;	D:\Rutba\ERP\rutba-web\src\pages\product-groups\[slug].tsx	119	43	
    if (o.start_date && new Date(o.start_date).getTime() > now) return false;	D:\Rutba\ERP\rutba-web\src\pages\product-groups\[slug].tsx	118	47	
        o.active && !!o.start_date && new Date(o.start_date).getTime() > now	D:\Rutba\ERP\rutba-web\src\pages\product-groups\[slug].tsx	124	61	
    } = await axios.get(	D:\Rutba\ERP\rutba-web\src\services\auth.ts	32	20	
    const req = await axios.get(BASE_URL + "product-groups", {	D:\Rutba\ERP\rutba-web\src\services\banners.ts	12	28	
    const req = await axios.get(BASE_URL + ep.path, { params: ep.params });	D:\Rutba\ERP\rutba-web\src\services\brands.ts	14	28	
    const cart = localStorage.getItem("cart");	D:\Rutba\ERP\rutba-web\src\services\cart.ts	39	30	
    const cart = localStorage.getItem("cart");	D:\Rutba\ERP\rutba-web\src\services\cart.ts	97	30	
    const cart = localStorage.getItem("cart");	D:\Rutba\ERP\rutba-web\src\services\cart.ts	125	30	
    const cart = localStorage.getItem("cart");	D:\Rutba\ERP\rutba-web\src\services\cart.ts	226	30	
    const req = await axios.get(BASE_URL + ep.path);	D:\Rutba\ERP\rutba-web\src\services\categories.ts	14	28	
    const req = await axios.get(BASE_URL + ep.path, { params: ep.params });	D:\Rutba\ERP\rutba-web\src\services\cms-pages.ts	9	28	
    const req = await axios.get(BASE_URL + ep.path, { params: ep.params });	D:\Rutba\ERP\rutba-web\src\services\cms-pages.ts	15	28	
    const req = await axios.get(BASE_URL + ep.path, { params: ep.params });	D:\Rutba\ERP\rutba-web\src\services\cms-pages.ts	22	28	
    const req = await axios.get(BASE_URL + ep.path, { params: ep.params });	D:\Rutba\ERP\rutba-web\src\services\cms-pages.ts	29	28	
  const req = await axios.get(BASE_URL + ep.path, { params: ep.params });	D:\Rutba\ERP\rutba-web\src\services\cms-pages.ts	43	26	
  const req = await axios.get(BASE_URL + ep.path, { params: ep.params });	D:\Rutba\ERP\rutba-web\src\services\cms-pages.ts	49	26	
  const req = await axios.get(BASE_URL + ep.path, { params: ep.params });	D:\Rutba\ERP\rutba-web\src\services\cms-pages.ts	55	26	
    const res = await axios.get(BASE_URL + `orders/${orderDocumentId}/messages`, { headers });	D:\Rutba\ERP\rutba-web\src\services\delivery.ts	25	28	
    const res = await axios.get(BASE_URL + `orders/tracking/${orderDocumentId}`, {	D:\Rutba\ERP\rutba-web\src\services\delivery.ts	49	28	
  const req = await axios.get(	D:\Rutba\ERP\rutba-web\src\services\product-groups.ts	22	26	
    const req = await axios.get(BASE_URL + ep.path, { params: ep.params });	D:\Rutba\ERP\rutba-web\src\services\products.ts	18	28	
    const req = await axios.get(BASE_URL + ep.path, { params: ep.params });	D:\Rutba\ERP\rutba-web\src\services\products.ts	29	28	
    const req = await axios.get(BASE_URL + ep.path, { params: ep.params });	D:\Rutba\ERP\rutba-web\src\services\products.ts	43	28	
    const req = await axios.get(BASE_URL + ep.path, { params: ep.params });	D:\Rutba\ERP\rutba-web\src\services\products.ts	68	28	
    const req = await axios.get(BASE_URL + ep.path, { params: ep.params });	D:\Rutba\ERP\rutba-web\src\services\products.ts	80	28	
    const req = await axios.get(BASE_URL + ep.path, { params: ep.params });	D:\Rutba\ERP\rutba-web\src\services\products.ts	95	28	
  const req = await axios.get(BASE_URL + ep.path, { params: ep.params });	D:\Rutba\ERP\rutba-web\src\services\products.ts	116	26	
    const req = await axios.get(	D:\Rutba\ERP\rutba-web\src\services\reviews.ts	41	28	
    const req = await axios.get(BASE_URL + "product-reviews/", {	D:\Rutba\ERP\rutba-web\src\services\reviews.ts	13	28	
    const res = await axios.get(BASE_URL + "site-setting", {	D:\Rutba\ERP\rutba-web\src\services\site-settings.ts	40	28	
    const req = await axios.get(	D:\Rutba\ERP\rutba-web\src\services\transaction.ts	22	28	
    const req = await axios.get(`${BASE_URL}sale-orders/${id}`, {	D:\Rutba\ERP\rutba-web\src\services\transaction.ts	62	28	
    const req = await axios.get(`${BASE_URL}sale-orders`, {	D:\Rutba\ERP\rutba-web\src\services\transaction.ts	29	28	
          typeMap.get(key)!.terms.add(t.name);	D:\Rutba\ERP\rutba-web\src\types\api\product.ts	73	18	
      $sr = New-Object System.IO.StreamReader($ex.Response.GetResponseStream())	D:\Rutba\ERP\scripts\app-user-proxy-route-test.ps1	33	59	
      $sr = New-Object System.IO.StreamReader($ex.Response.GetResponseStream())	D:\Rutba\ERP\scripts\permission-matrix.ps1	33	59	
      $reader = New-Object System.IO.StreamReader($ex.Response.GetResponseStream())	D:\Rutba\ERP\scripts\permission-smoke.ps1	30	63	



POST 

Code	File	Line	Column	Kind
            const res = await authApi.post('/terms', { data: payload });	D:\Rutba\ERP\packages\pos-shared\components\TermTypeTermDialog.js	152	38	
                await authApi.post(`/products/${docId}/publish`, {});	D:\Rutba\ERP\packages\pos-shared\components\BulkProductActions.js	91	30	
                await authApi.post(`/products/${docId}/unpublish`, {});	D:\Rutba\ERP\packages\pos-shared\components\BulkProductActions.js	113	30	
                await authApi.post('/media-library/files/move', {	D:\Rutba\ERP\packages\pos-shared\components\StrapiMediaLibrary.js	142	30	
                await authApi.post('/media-library/files/move', {	D:\Rutba\ERP\packages\pos-shared\components\StrapiMediaLibrary.js	179	30	
            await authApi.post('/media-library/files/move', {	D:\Rutba\ERP\packages\pos-shared\components\StrapiMediaLibrary.js	265	26	
            await authApi.post('/media-library/files/move', {	D:\Rutba\ERP\packages\pos-shared\components\StrapiMediaLibrary.js	283	26	
            await authApi.post('/media-library/folders', {	D:\Rutba\ERP\packages\pos-shared\components\StrapiMediaLibrary.js	202	26	
                const res = await authApi.post('/terms', {	D:\Rutba\ERP\packages\pos-shared\components\TermTypeTermDialog.js	183	42	
            const res = await authApi.post('/term-types', { data: payload });	D:\Rutba\ERP\packages\pos-shared\components\TermTypeTermDialog.js	126	38	
            axios.post(`${API_URL}/auth/logout`, {}, {	D:\Rutba\ERP\packages\pos-shared\context\AuthContext.js	269	18	
        const authRes = await api.post('/auth/local', { identifier, password });	D:\Rutba\ERP\packages\pos-shared\context\AuthContext.js	186	34	
                const refreshRes = await axios.post(`${API_URL}/auth/refresh`, {	D:\Rutba\ERP\packages\pos-shared\context\AuthContext.js	224	47	
        const res = await axios.post(`${API_URL}/me/permissions`,	D:\Rutba\ERP\packages\pos-shared\context\AuthContext.js	18	32	
    const res = await axios.post(`${API_URL}${path}`, data, {	D:\Rutba\ERP\packages\pos-shared\lib\api.js	155	28	
            const res = await axios.post(`${API_URL}/auth/refresh`, { refreshToken }, {	D:\Rutba\ERP\packages\pos-shared\lib\api.js	87	36	
    const res = await axios.post(`${API_URL}/upload`, form, {	D:\Rutba\ERP\packages\pos-shared\lib\api.js	217	28	
.hooks?await s.hooks.postprocess(h):h})().catch(a);try{s.hooks&&(n=s.hooks.preprocess(n));let l=(s.hooks?s.hooks.provideLexer():e?x.lex:x.lexInline)(n,s);s.hooks&&(l=s.hooks.processAllTokens(l)),s.wal	D:\Rutba\ERP\packages\pos-shared\lib\marked.esm.js	70	7900	
    const res = await authApi.post(ep.path, { data });	D:\Rutba\ERP\packages\pos-shared\lib\pos\create.js	50	30	
            const response = await authApi.post(siEp.path, { data: stockItem });	D:\Rutba\ERP\packages\pos-shared\lib\pos\create.js	90	43	
        : authApi.post(ep.path, { data });	D:\Rutba\ERP\packages\pos-shared\lib\pos\save.js	98	18	
        [await authApi.post(siEp.path, {	D:\Rutba\ERP\packages\pos-shared\lib\pos\save.js	13	23	
